Reporting Area,MMWR Year,MMWR Week,"Spotted fever rickettsiosis, Confirmed, Current week","Spotted fever rickettsiosis, Confirmed, Current week, flag ","Spotted fever rickettsiosis, Confirmed, Previous 52 weeks Max†","Spotted fever rickettsiosis, Confirmed, Previous 52 weeks Max†, flag","Spotted fever rickettsiosis, Confirmed, Cum 2019†","Spotted fever rickettsiosis, Confirmed, Cum 2019†, flag","Spotted fever rickettsiosis, Confirmed, Cum 2018†","Spotted fever rickettsiosis, Confirmed, Cum 2018†, flag","Spotted fever rickettsiosis, Probable, Current week","Spotted fever rickettsiosis, Probable, Current week, flag","Spotted fever rickettsiosis, Probable, Previous 52 weeks Max†","Spotted fever rickettsiosis, Probable, Previous 52 weeks Max†, flag","Spotted fever rickettsiosis, Probable,  Cum 2019†","Spotted fever rickettsiosis, Probable,  Cum 2019†, flag","Spotted fever rickettsiosis, Probable,  Cum 2018†","Spotted fever rickettsiosis, Probable, Cum 2018†, flag","Smallpox, Current week","Smallpox, Current week, flag ","Smallpox, Previous 52 weeks Max†","Smallpox, Previous 52 weeks Max†, flag","Smallpox, Confirmed, Cum 2019†","Smallpox, Cum 2019†, flag","Smallpox, Cum 2018†","Smallpox, Cum 2018†, flag",Location 1,Location 2
MISSISSIPPI,2019,11,,-,1,,,-,,-,,-,11,,,-,5,,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
WEST VIRGINIA,2019,11,,-,0,,,-,,-,,-,1,,1,,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
WISCONSIN,2019,11,,-,1,,,-,,-,,-,4,,,-,2,,,-,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
NEW JERSEY,2019,11,,-,1,,,-,,-,,-,9,,6,,12,,,-,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
NORTH DAKOTA,2019,11,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MONTANA,2019,11,,-,0,,,-,1,,,-,2,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
COLORADO,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
U.S. VIRGIN ISLANDS,2019,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
RHODE ISLAND,2019,11,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
SOUTH DAKOTA,2019,11,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MOUNTAIN,2019,11,,-,2,,1,,4,,,-,5,,3,,5,,,-,0,,,-,,-,,MOUNTAIN
NON-US RESIDENTS,2019,11,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
HAWAII,2019,11,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
UTAH,2019,11,,-,1,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
WYOMING,2019,11,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
TENNESSEE,2019,11,,-,1,,,-,,-,,-,49,,5,,11,,,-,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
KANSAS,2019,11,,-,2,,,-,,-,,-,16,,2,,2,,,-,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
US RESIDENTS,2019,11,,-,10,,6,,5,,9,,262,,137,,198,,,-,0,,,-,,-,,US RESIDENTS
DISTRICT OF COLUMBIA,2019,11,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
PUERTO RICO,2019,11,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
VERMONT,2019,11,,-,0,,,-,,-,,-,2,,,-,2,,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
GEORGIA,2019,11,,-,1,,,-,,-,,-,4,,2,,6,,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
PENNSYLVANIA,2019,11,,-,1,,1,,,-,,-,4,,2,,1,,,-,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
GUAM,2019,11,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MIDDLE ATLANTIC,2019,11,,-,2,,3,,,-,,-,14,,13,,13,,,-,0,,,-,,-,MIDDLE ATLANTIC,
GUAM,2019,12,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
VERMONT,2019,12,,-,0,,,-,,-,,-,2,,,-,2,,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
WASHINGTON,2019,12,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
ILLINOIS,2019,12,,-,1,,1,,,-,,-,10,,2,,8,,,-,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
INDIANA,2019,12,,-,1,,,-,,-,,-,6,,,-,3,,,-,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
MICHIGAN,2019,12,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
LOUISIANA,2019,12,,-,0,,,-,,-,,-,3,,1,,1,,,-,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
MINNESOTA,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
NEW HAMPSHIRE,2019,12,,-,0,,,-,,-,,-,2,,1,,1,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
KENTUCKY,2019,12,,-,1,,,-,,-,,-,18,,,-,8,,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
NORTHERN MARIANA ISLANDS,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
WEST NORTH CENTRAL,2019,12,,-,3,,1,,,-,,-,59,,9,,9,,,-,0,,,-,,-,,WEST NORTH CENTRAL
NEW JERSEY,2019,12,,-,1,,,-,,-,,-,9,,7,,12,,,-,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
MARYLAND,2019,12,,-,2,,1,,,-,,-,6,,4,,4,,,-,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
NON-US RESIDENTS,2019,12,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
KANSAS,2019,12,,-,2,,,-,,-,,-,16,,3,,3,,,-,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
MONTANA,2019,12,,-,0,,,-,1,,,-,2,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
NORTH DAKOTA,2019,12,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
US RESIDENTS,2019,12,,-,9,,8,,6,,7,,279,,175,,233,,,-,0,,,-,,-,,US RESIDENTS
DISTRICT OF COLUMBIA,2019,12,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
OREGON,2019,12,,-,1,,,-,,-,,-,2,,1,,2,,,-,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
PUERTO RICO,2019,12,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
EAST NORTH CENTRAL,2019,12,,-,2,,1,,,-,,-,24,,2,,16,,,-,0,,,-,,-,,EAST NORTH CENTRAL
DELAWARE,2019,12,,-,0,,,-,,-,,-,6,,3,,4,,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
TENNESSEE,2019,12,,-,1,,,-,,-,1,,49,,7,,15,,,-,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MISSOURI,2019,12,,-,3,,1,,,-,,-,47,,6,,6,,,-,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
UTAH,2019,12,,-,1,,,-,,-,,-,2,,,-,1,,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NEW ENGLAND,2019,12,,-,0,,,-,,-,,-,7,,3,,9,,,-,0,,,-,,-,,NEW ENGLAND
WEST VIRGINIA,2019,12,,-,1,,,-,,-,,-,3,,1,,,-,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
IOWA,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
CONNECTICUT,2019,12,,-,0,,,-,,-,,-,3,,2,,2,,,-,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
SOUTH DAKOTA,2019,12,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
U.S. VIRGIN ISLANDS,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
OHIO,2019,12,,-,1,,,-,,-,,-,5,,,-,3,,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
MAINE,2019,12,,-,0,,,-,,-,,-,2,,,-,1,,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
MOUNTAIN,2019,12,,-,2,,1,,4,,,-,5,,3,,7,,,-,0,,,-,,-,,MOUNTAIN
HAWAII,2019,12,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NEW YORK,2019,12,,-,1,,2,,,-,,-,12,,5,,,-,,-,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
OKLAHOMA,2019,12,,-,2,,,-,,-,,-,19,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
NEW MEXICO,2019,12,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
AMERICAN SAMOA,2019,12,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,,AMERICAN SAMOA
MISSISSIPPI,2019,12,,-,1,,,-,,-,,-,11,,10,,8,,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
ARKANSAS,2019,12,,-,1,,,-,,-,4,,63,,49,,28,,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
WEST SOUTH CENTRAL,2019,12,,-,2,,,-,1,,4,,66,,50,,39,,,-,0,,,-,,-,,WEST SOUTH CENTRAL
CALIFORNIA,2019,12,,-,1,,,-,,-,,-,2,,1,,2,,,-,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
NEVADA,2019,12,,-,0,,,-,,-,,-,1,,,-,2,,,-,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
TEXAS,2019,12,,-,1,,,-,1,,,-,5,,,-,10,,,-,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
ALABAMA,2019,12,,-,2,,,-,,-,,-,37,,39,,45,,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
SOUTH CAROLINA,2019,12,,-,1,,,-,,-,,-,6,,1,,8,,,-,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEBRASKA,2019,12,,-,1,,,-,,-,,-,6,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
FLORIDA,2019,12,,-,1,,,-,,-,,-,3,,,-,2,,,-,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
EAST SOUTH CENTRAL,2019,12,,-,2,,,-,,-,1,,92,,56,,76,,,-,0,,,-,,-,,EAST SOUTH CENTRAL
WYOMING,2019,12,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
MASSACHUSETTS,2019,12,,-,0,,,-,,-,,-,4,,,-,3,,,-,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
GEORGIA,2019,12,,-,1,,,-,,-,,-,4,,3,,6,,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
SOUTH ATLANTIC,2019,12,,-,3,,2,,1,,1,,69,,35,,59,,,-,0,,,-,,-,,SOUTH ATLANTIC
ALASKA,2019,12,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
MIDDLE ATLANTIC,2019,12,,-,2,,3,,,-,1,,13,,15,,14,,,-,0,,,-,,-,MIDDLE ATLANTIC,
PACIFIC,2019,12,,-,1,,,-,,-,,-,3,,2,,4,,,-,0,,,-,,-,,PACIFIC
IDAHO,2019,12,,-,0,,,-,1,,,-,1,,3,,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
COLORADO,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
US TERRITORIES,2019,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
NEW YORK CITY,2019,12,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,-,,NEW YORK CITY
RHODE ISLAND,2019,12,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
TOTAL,2019,12,,-,9,,8,,6,,7,,279,,175,,233,,,-,0,,,-,,-,,TOTAL
VIRGINIA,2019,12,,-,1,,,-,,-,1,,32,,15,,9,,,-,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
WISCONSIN,2019,12,,-,1,,,-,,-,,-,4,,,-,2,,,-,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
NORTH CAROLINA,2019,12,,-,2,,1,,1,,,-,28,,8,,26,,,-,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
PENNSYLVANIA,2019,12,,-,1,,1,,,-,1,,4,,3,,1,,,-,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
ARIZONA,2019,12,,-,2,,1,,2,,,-,3,,,-,4,,,-,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
DISTRICT OF COLUMBIA,2019,13,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NEW YORK CITY,2019,13,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,-,,NEW YORK CITY
INDIANA,2019,13,,-,1,,,-,,-,,-,6,,,-,3,,,-,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
GUAM,2019,13,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NON-US RESIDENTS,2019,13,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS
IDAHO,2019,13,,-,0,,,-,1,,,-,1,,3,,,-,,-,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
EAST NORTH CENTRAL,2019,13,,-,2,,1,,,-,,-,24,,3,,16,,,-,0,,,-,,-,,EAST NORTH CENTRAL
KANSAS,2019,13,,-,2,,,-,,-,,-,16,,3,,4,,,-,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
PENNSYLVANIA,2019,13,,-,1,,1,,,-,1,,4,,4,,2,,,-,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
SOUTH DAKOTA,2019,13,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW ENGLAND,2019,13,,-,0,,,-,,-,,-,7,,3,,9,,,-,0,,,-,,-,,NEW ENGLAND
UTAH,2019,13,,-,1,,,-,,-,,-,2,,,-,2,,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
SOUTH ATLANTIC,2019,13,,-,3,,2,,1,,,-,69,,37,,68,,,-,0,,,-,,-,,SOUTH ATLANTIC
PUERTO RICO,2019,13,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MINNESOTA,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
WEST SOUTH CENTRAL,2019,13,,-,2,,,-,1,,,-,66,,50,,47,,,-,0,,,-,,-,,WEST SOUTH CENTRAL
TENNESSEE,2019,13,,-,1,,,-,,-,,-,49,,7,,21,,,-,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
OKLAHOMA,2019,13,,-,2,,,-,,-,,-,19,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
MARYLAND,2019,13,,-,1,,1,,,-,,-,6,,5,,5,,,-,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
VERMONT,2019,13,,-,0,,,-,,-,,-,2,,,-,2,,,-,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
ARKANSAS,2019,13,,-,1,,,-,,-,,-,63,,49,,34,,,-,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
AMERICAN SAMOA,2019,13,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,,AMERICAN SAMOA
NEW JERSEY,2019,13,,-,1,,,-,,-,,-,9,,7,,12,,,-,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
IOWA,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
NEBRASKA,2019,13,,-,1,,,-,,-,,-,6,,,-,,-,,-,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
MONTANA,2019,13,,-,0,,,-,1,,,-,2,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
WEST NORTH CENTRAL,2019,13,,-,3,,1,,,-,,-,59,,8,,14,,,-,0,,,-,,-,,WEST NORTH CENTRAL
NORTH DAKOTA,2019,13,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
EAST SOUTH CENTRAL,2019,13,,-,2,,,-,,-,2,,92,,61,,93,,,-,0,,,-,,-,,EAST SOUTH CENTRAL
MAINE,2019,13,,-,0,,,-,,-,,-,2,,,-,1,,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
MIDDLE ATLANTIC,2019,13,,-,2,,3,,,-,1,,14,,16,,16,,,-,0,,,-,,-,MIDDLE ATLANTIC,
HAWAII,2019,13,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MASSACHUSETTS,2019,13,,-,0,,,-,,-,,-,4,,,-,3,,,-,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
ALABAMA,2019,13,,-,2,,,-,,-,2,,37,,42,,53,,,-,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
CONNECTICUT,2019,13,,-,0,,,-,,-,,-,3,,2,,2,,,-,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
US TERRITORIES,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES
NEW MEXICO,2019,13,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
WYOMING,2019,13,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
TOTAL,2019,13,,-,9,,7,,6,,3,,279,,183,,277,,,-,0,,,-,,-,,TOTAL
WISCONSIN,2019,13,,-,1,,,-,,-,,-,4,,,-,2,,,-,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
CALIFORNIA,2019,13,,-,1,,,-,,-,,-,2,,1,,2,,,-,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
OREGON,2019,13,,-,1,,,-,,-,,-,2,,1,,2,,,-,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
NEW HAMPSHIRE,2019,13,,-,0,,,-,,-,,-,2,,1,,1,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NORTH CAROLINA,2019,13,,-,2,,1,,1,,,-,28,,8,,27,,,-,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
TEXAS,2019,13,,-,1,,,-,1,,,-,5,,,-,12,,,-,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
PACIFIC,2019,13,,-,1,,,-,,-,,-,3,,2,,4,,,-,0,,,-,,-,,PACIFIC
GEORGIA,2019,13,,-,1,,,-,,-,,-,4,,3,,6,,,-,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
U.S. VIRGIN ISLANDS,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
US RESIDENTS,2019,13,,-,9,,7,,6,,3,,279,,183,,277,,,-,0,,,-,,-,,US RESIDENTS
ARIZONA,2019,13,,-,2,,,-,2,,,-,3,,,-,6,,,-,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
DELAWARE,2019,13,,-,0,,,-,,-,,-,6,,3,,5,,,-,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MISSISSIPPI,2019,13,,-,1,,,-,,-,,-,11,,12,,8,,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
WASHINGTON,2019,13,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
MISSOURI,2019,13,,-,3,,1,,,-,,-,47,,5,,10,,,-,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
NORTHERN MARIANA ISLANDS,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
OHIO,2019,13,,-,1,,,-,,-,,-,5,,,-,3,,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
COLORADO,2019,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
NEVADA,2019,13,,-,0,,,-,,-,,-,1,,,-,2,,,-,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
ALASKA,2019,13,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
LOUISIANA,2019,13,,-,0,,,-,,-,,-,3,,1,,1,,,-,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
KENTUCKY,2019,13,,-,1,,,-,,-,,-,18,,,-,11,,,-,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
NEW YORK,2019,13,,-,1,,2,,,-,,-,12,,5,,1,,,-,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
ILLINOIS,2019,13,,-,1,,1,,,-,,-,10,,3,,8,,,-,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
WEST VIRGINIA,2019,13,,-,1,,,-,,-,,-,3,,1,,1,,,-,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
RHODE ISLAND,2019,13,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
SOUTH CAROLINA,2019,13,,-,1,,,-,,-,,-,6,,2,,10,,,-,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
VIRGINIA,2019,13,,-,1,,,-,,-,,-,32,,15,,12,,,-,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
MICHIGAN,2019,13,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
MOUNTAIN,2019,13,,-,2,,,-,4,,,-,5,,3,,10,,,-,0,,,-,,-,,MOUNTAIN
FLORIDA,2019,13,,-,1,,,-,,-,,-,3,,,-,2,,,-,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
MISSISSIPPI,2019,14,,-,1,,,-,,-,,-,11,,13,,10,,,-,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
DISTRICT OF COLUMBIA,2019,14,,-,1,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NEW YORK CITY,2019,14,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,-,,NEW YORK CITY
ARIZONA,2019,14,,-,2,,,-,3,,,-,3,,,-,7,,,-,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
MASSACHUSETTS,2019,14,,-,0,,,-,,-,,-,4,,,-,4,,,-,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
U.S. VIRGIN ISLANDS,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
PUERTO RICO,2019,14,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
WISCONSIN,2019,14,,-,1,,,-,1,,,-,4,,,-,2,,,-,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
CONNECTICUT,2019,14,,-,0,,,-,,-,,-,3,,2,,2,,,-,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
NORTHERN MARIANA ISLANDS,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
OHIO,2019,14,,-,1,,,-,,-,,-,5,,1,,3,,,-,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
NORTH DAKOTA,2019,14,,-,1,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
US RESIDENTS,2019,14,,-,9,,5,,10,,,-,280,,198,,327,,,-,0,,,-,,-,,US RESIDENTS
MINNESOTA,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
AMERICAN SAMOA,2019,14,,N,,NC,,N,,N,,N,,NC,,N,,N,,-,0,,,-,,-,,AMERICAN SAMOA
OKLAHOMA,2019,14,,-,2,,,-,,-,,-,19,,,-,,-,,-,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
MAINE,2019,14,,-,0,,,-,,-,,-,2,,,-,1,,,-,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
TEXAS,2019,14,,-,1,,,-,1,,,-,5,,,-,13,,,-,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
MISSOURI,2019,14,,-,3,,,-,,-,,-,47,,7,,12,,,-,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
NEW ENGLAND,2019,14,,-,0,,,-,,-,,-,7,,3,,11,,,-,0,,,-,,-,,NEW ENGLAND
NEVADA,2019,14,,-,0,,,-,,-,,-,1,,,-,2,,,-,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
UTAH,2019,14,,-,1,,,-,,-,,-,2,,,-,2,,,-,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
